"","Kingdom","Phylum","Class","Order","Family","Genus","Species"
"ASV18dbafa9",NA,NA,NA,NA,NA,NA,NA
"ASVf592e5e8",NA,NA,NA,NA,NA,NA,NA
"ASV5723635c",NA,NA,NA,NA,NA,NA,NA
"ASVfa88f8ac",NA,NA,NA,NA,NA,NA,NA
"ASVa91c6f6d","Bacteria",NA,NA,NA,NA,NA,NA
"ASV39619d8b","Bacteria",NA,NA,NA,NA,NA,NA
"ASV8735dfd2","Bacteria",NA,NA,NA,NA,NA,NA
"ASV7dd5d151",NA,NA,NA,NA,NA,NA,NA
"ASVd68e1f11",NA,NA,NA,NA,NA,NA,NA
"ASV6d7d444c","Bacteria","Bacillota","Bacilli","Bacillales","Bacillaceae","Bacillus",NA
"ASVd35f8dcb","Bacteria","Actinomycetota","Acidimicrobiia","Acidimicrobiales","Acidimicrobiaceae",NA,NA
"ASV51545d37",NA,NA,NA,NA,NA,NA,NA
"ASV81a4c317",NA,NA,NA,NA,NA,NA,NA
"ASV427a9e3d",NA,NA,NA,NA,NA,NA,NA
"ASVf3c78d4e","Bacteria",NA,NA,NA,NA,NA,NA
"ASVd2b171af","Bacteria","Actinomycetota","Actinobacteria","Mycobacteriales","Corynebacteriaceae","Lawsonella","clevelandensis"
"ASV3e46fd34",NA,NA,NA,NA,NA,NA,NA
"ASVb1e185bc","Bacteria",NA,NA,NA,NA,NA,NA
"ASV7b0dec1d","Bacteria",NA,NA,NA,NA,NA,NA
"ASV64ac963a",NA,NA,NA,NA,NA,NA,NA
"ASVad60c374",NA,NA,NA,NA,NA,NA,NA
"ASV2d6d9ca6","Bacteria","NB1-j",NA,NA,NA,NA,NA
"ASV4ee504b2","Bacteria","Pseudomonadota","Alphaproteobacteria","Rhodobacterales","Paracoccaceae","Limibaculum",NA
"ASV6dc0e3fc",NA,NA,NA,NA,NA,NA,NA
"ASV4a14f6b6",NA,NA,NA,NA,NA,NA,NA
"ASVcd9372ba","Bacteria","Actinomycetota","Actinobacteria","Pseudonocardiales","Pseudonocardiaceae",NA,NA
"ASVc5ce73aa",NA,NA,NA,NA,NA,NA,NA
"ASV52faac5c","Bacteria","Pseudomonadota","Gammaproteobacteria","Burkholderiales","Nitrosomonadaceae","MND1",NA
"ASV703fdc16","Bacteria",NA,NA,NA,NA,NA,NA
"ASVc72db105","Bacteria",NA,NA,NA,NA,NA,NA
"ASVd14cdb26","Bacteria",NA,NA,NA,NA,NA,NA
"ASVc71c3ac0",NA,NA,NA,NA,NA,NA,NA
"ASV32be5ca9","Bacteria",NA,NA,NA,NA,NA,NA
"ASVe63cf090",NA,NA,NA,NA,NA,NA,NA
"ASV645adaa5","Bacteria",NA,NA,NA,NA,NA,NA
"ASV31365294","Bacteria",NA,NA,NA,NA,NA,NA
"ASV0d880a37",NA,NA,NA,NA,NA,NA,NA
"ASV6d7c3847",NA,NA,NA,NA,NA,NA,NA
"ASV646dd1bf","Bacteria",NA,NA,NA,NA,NA,NA
"ASV55410aff","Bacteria",NA,NA,NA,NA,NA,NA
"ASV54e363d2",NA,NA,NA,NA,NA,NA,NA
"ASVd6660188","Bacteria","Bacteroidota","Bacteroidia","Flavobacteriales","Weeksellaceae","Chryseobacterium",NA
"ASV6b560883","Bacteria","Acidobacteriota","Vicinamibacteria","Subgroup 9",NA,NA,NA
"ASV36b8e8eb","Bacteria","Planctomycetota","Planctomycetes","Isosphaerales","Isosphaeraceae","Tautonia",NA
"ASV0f4de2b1","Bacteria","Pseudomonadota","Alphaproteobacteria","Acetobacterales","Acetobacteraceae","Craurococcus","roseus"
"ASVaaed5f24",NA,NA,NA,NA,NA,NA,NA
"ASV4a174c9d","Bacteria","Pseudomonadota","Gammaproteobacteria","Lysobacterales","Rhodanobacteraceae","Frateuria","aurantia"
"ASVe75e82cc","Bacteria",NA,NA,NA,NA,NA,NA
"ASV85687d1c",NA,NA,NA,NA,NA,NA,NA
"ASVf48a5204","Bacteria",NA,NA,NA,NA,NA,NA
"ASVf9a4f435","Bacteria","Actinomycetota","Actinobacteria","Mycobacteriales","Corynebacteriaceae","Corynebacterium","tuberculostearicum"
"ASV26394910","Bacteria","Candidatus Kryptonia","Kryptonia","Kryptoniales","BSV26",NA,NA
"ASV24dd2e55",NA,NA,NA,NA,NA,NA,NA
"ASVfa3f7268",NA,NA,NA,NA,NA,NA,NA
"ASVaf9553cf","Bacteria","Pseudomonadota","Gammaproteobacteria","Burkholderiales","SC-I-84",NA,NA
"ASVdf21097f","Bacteria","Pseudomonadota","Gammaproteobacteria","Pseudomonadales","Pseudohongiellaceae","Pseudohongiella",NA
"ASV2ae28437","Bacteria","Pseudomonadota","Gammaproteobacteria","Burkholderiales","Oxalobacteraceae",NA,NA
"ASV5d8e390f","Bacteria","Gemmatimonadota","Gemmatimonadia","Gemmatimonadales","Gemmatimonadaceae","Roseisolibacter",NA
"ASVc6f07692","Bacteria",NA,NA,NA,NA,NA,NA
"ASV72350f1d","Bacteria","Bacillota","Bacilli","Erysipelotrichales","Erysipelatoclostridiaceae","Erysipelotrichaceae UCG-003","bacterium"
"ASV8d2fb75b",NA,NA,NA,NA,NA,NA,NA
"ASVb8bfb6b9","Bacteria",NA,NA,NA,NA,NA,NA
"ASV4de7b150","Bacteria","Pseudomonadota","Gammaproteobacteria","Pseudomonadales","Pseudomonadaceae","Pseudomonas",NA
"ASV23ee080f",NA,NA,NA,NA,NA,NA,NA
"ASVa9fa85bb","Bacteria",NA,NA,NA,NA,NA,NA
"ASV806f4667",NA,NA,NA,NA,NA,NA,NA
"ASV35e3ce83","Bacteria","Pseudomonadota","Alphaproteobacteria","Rhodobacterales","Paracoccaceae",NA,NA
"ASV8b1697fa",NA,NA,NA,NA,NA,NA,NA
"ASVe2e51b1c","Bacteria",NA,NA,NA,NA,NA,NA
"ASV1d7381f2","Bacteria",NA,NA,NA,NA,NA,NA
"ASV612a6dfc",NA,NA,NA,NA,NA,NA,NA
"ASV9c9643f7","Bacteria","Actinomycetota","Actinobacteria","Mycobacteriales","Corynebacteriaceae","Corynebacterium","tuberculostearicum"
"ASVe4cfd180","Bacteria",NA,NA,NA,NA,NA,NA
"ASV9ad7f191","Bacteria",NA,NA,NA,NA,NA,NA
"ASV23863fa7","Bacteria",NA,NA,NA,NA,NA,NA
"ASVafe62510",NA,NA,NA,NA,NA,NA,NA
"ASVf151b7e9","Bacteria",NA,NA,NA,NA,NA,NA
"ASV836cc9e3","Bacteria",NA,NA,NA,NA,NA,NA
"ASV82bf9251",NA,NA,NA,NA,NA,NA,NA
"ASVc9c9fc57","Bacteria","Actinomycetota","Acidimicrobiia","Actinomarinales",NA,NA,NA
"ASV608af112","Bacteria","Pseudomonadota","Gammaproteobacteria","Burkholderiales","Nitrosomonadaceae","MND1",NA
"ASVf40779ac","Bacteria",NA,NA,NA,NA,NA,NA
"ASV3b8e1ba1","Bacteria",NA,NA,NA,NA,NA,NA
"ASV74c28b9e","Bacteria","Pseudomonadota","Gammaproteobacteria","Nitrosococcales","Nitrosococcaceae",NA,NA
"ASV54eb4823",NA,NA,NA,NA,NA,NA,NA
"ASV038c38fa","Bacteria",NA,NA,NA,NA,NA,NA
"ASV12a3bd23",NA,NA,NA,NA,NA,NA,NA
"ASV1982d2d1",NA,NA,NA,NA,NA,NA,NA
"ASVa6c9d46d","Bacteria",NA,NA,NA,NA,NA,NA
"ASVb0205260","Bacteria",NA,NA,NA,NA,NA,NA
"ASVf7ce3d9f",NA,NA,NA,NA,NA,NA,NA
"ASV16c6ed74","Bacteria",NA,NA,NA,NA,NA,NA
"ASVd81058be",NA,NA,NA,NA,NA,NA,NA
"ASV929e7e8d",NA,NA,NA,NA,NA,NA,NA
"ASV71ab5eb0","Bacteria","Bacteroidota","Bacteroidia","Chitinophagales","Saprospiraceae",NA,NA
"ASV76d4e137","Bacteria","Pseudomonadota","Alphaproteobacteria","Acetobacterales","Acetobacteraceae","Asaia","bogorensis"
"ASV8c964614",NA,NA,NA,NA,NA,NA,NA
"ASV5b4f3a55",NA,NA,NA,NA,NA,NA,NA
"ASVa9897297",NA,NA,NA,NA,NA,NA,NA
"ASV0bec4168",NA,NA,NA,NA,NA,NA,NA
"ASV309c545a","Bacteria",NA,NA,NA,NA,NA,NA
"ASV23bf136b","Bacteria",NA,NA,NA,NA,NA,NA
"ASV92c07ff7","Archaea",NA,NA,NA,NA,NA,NA
"ASV97cc1673","Bacteria","Bacillota","Negativicutes","Acidaminococcales","Acidaminococcaceae","Succiniclasticum",NA
"ASV7c720285","Bacteria","Verrucomicrobiota","Verrucomicrobiia","Pedosphaerales","Pedosphaeraceae",NA,NA
"ASV6b6a9c4f","Bacteria",NA,NA,NA,NA,NA,NA
"ASV103bd7b5",NA,NA,NA,NA,NA,NA,NA
"ASVad345bba","Bacteria",NA,NA,NA,NA,NA,NA
"ASV0700dc7a",NA,NA,NA,NA,NA,NA,NA
"ASV25d39d12","Bacteria",NA,NA,NA,NA,NA,NA
"ASV2e978d92",NA,NA,NA,NA,NA,NA,NA
"ASVc3495d89","Bacteria",NA,NA,NA,NA,NA,NA
"ASVd9aacc1d","Bacteria","Pseudomonadota","Gammaproteobacteria","Burkholderiales","Nitrosomonadaceae","Ellin6067",NA
"ASV9e7606e1","Bacteria",NA,NA,NA,NA,NA,NA
"ASV7747efd6","Bacteria","Bacillota","Clostridia","Lachnospirales","Lachnospiraceae","Blautia",NA
"ASV40a71d40","Bacteria","Bacillota","Clostridia","Lachnospirales","Lachnospiraceae",NA,NA
"ASV746f9105","Bacteria",NA,NA,NA,NA,NA,NA
"ASV89434f79","Bacteria",NA,NA,NA,NA,NA,NA
"ASV29b2341d","Bacteria","Chloroflexota","Anaerolineae","Caldilineales","Caldilineaceae",NA,NA
"ASVece5f274","Bacteria",NA,NA,NA,NA,NA,NA
"ASV870d2ec9",NA,NA,NA,NA,NA,NA,NA
"ASVb7b9fb78",NA,NA,NA,NA,NA,NA,NA
"ASV58ffc1f1",NA,NA,NA,NA,NA,NA,NA
"ASVd914cfe2",NA,NA,NA,NA,NA,NA,NA
"ASVe4b7c515","Bacteria",NA,NA,NA,NA,NA,NA
"ASV1d0333f3","Bacteria",NA,NA,NA,NA,NA,NA
"ASVdc8747ae","Bacteria",NA,NA,NA,NA,NA,NA
"ASVe20052c3","Bacteria",NA,NA,NA,NA,NA,NA
"ASV28260804","Bacteria",NA,NA,NA,NA,NA,NA
"ASV24d1d86a","Bacteria",NA,NA,NA,NA,NA,NA
"ASV7d5a1ebb","Bacteria",NA,NA,NA,NA,NA,NA
"ASV479f6d39",NA,NA,NA,NA,NA,NA,NA
"ASV43725859","Bacteria",NA,NA,NA,NA,NA,NA
"ASVa16beeda","Bacteria","Cyanobacteriota","Cyanobacteriia","Cyanobacteriales","Chroococcidiopsaceae","Chroococcidiopsis SAG 2023",NA
"ASV2ace904a",NA,NA,NA,NA,NA,NA,NA
"ASVfc71afc2",NA,NA,NA,NA,NA,NA,NA
"ASV5a66ffe2","Bacteria","Pseudomonadota","Gammaproteobacteria","Pseudomonadales","Pseudomonadaceae","Pseudomonas",NA
"ASV251a0ea7","Bacteria",NA,NA,NA,NA,NA,NA
"ASV42f8342d",NA,NA,NA,NA,NA,NA,NA
"ASVf07c0fe7","Bacteria","Pseudomonadota",NA,NA,NA,NA,NA
"ASV540086dc",NA,NA,NA,NA,NA,NA,NA
"ASV3118c2a8","Bacteria",NA,NA,NA,NA,NA,NA
"ASV26e769ae","Bacteria",NA,NA,NA,NA,NA,NA
"ASV3b261add","Bacteria","Pseudomonadota","Alphaproteobacteria","Hyphomicrobiales","Beijerinckiaceae","Methylobacterium",NA
"ASV912163d1","Bacteria","Pseudomonadota","Gammaproteobacteria","CCD24",NA,NA,NA
"ASVf8407cfe","Bacteria",NA,NA,NA,NA,NA,NA
"ASV7014e929","Bacteria","Pseudomonadota","Alphaproteobacteria","Hyphomicrobiales","Rhizobiaceae",NA,NA
"ASV19d36d84","Bacteria",NA,NA,NA,NA,NA,NA
"ASV28f6a5f0","Bacteria",NA,NA,NA,NA,NA,NA
"ASV8ba15eab","Bacteria","Pseudomonadota","Gammaproteobacteria",NA,NA,NA,NA
"ASV237a42ca",NA,NA,NA,NA,NA,NA,NA
"ASV9bb170d6","Bacteria",NA,NA,NA,NA,NA,NA
"ASV5cfb3253","Bacteria",NA,NA,NA,NA,NA,NA
"ASV9e24e6b1","Bacteria",NA,NA,NA,NA,NA,NA
"ASVb6cbd4e6","Bacteria",NA,NA,NA,NA,NA,NA
"ASV6029d1c9",NA,NA,NA,NA,NA,NA,NA
"ASVaa6e4f4d","Bacteria","Pseudomonadota","Alphaproteobacteria","Rhodobacterales","Paracoccaceae","Limibaculum",NA
"ASVc2b697e1","Bacteria",NA,NA,NA,NA,NA,NA
"ASV1c938487",NA,NA,NA,NA,NA,NA,NA
"ASVa18c768f",NA,NA,NA,NA,NA,NA,NA
"ASV47bfc60d","Bacteria","Verrucomicrobiota","Verrucomicrobiia","Verrucomicrobiales","Rubritaleaceae","Luteolibacter",NA
"ASVc6f760e9","Bacteria",NA,NA,NA,NA,NA,NA
"ASV18085859","Bacteria",NA,NA,NA,NA,NA,NA
"ASV903ce2f6","Bacteria",NA,NA,NA,NA,NA,NA
"ASVc2371304",NA,NA,NA,NA,NA,NA,NA
"ASV133ed932","Bacteria",NA,NA,NA,NA,NA,NA
"ASVe5808f3c",NA,NA,NA,NA,NA,NA,NA
"ASV5af854e0","Bacteria","Actinomycetota","Actinobacteria","Micrococcales","Brevibacteriaceae","Brevibacterium",NA
"ASVbcd144f9",NA,NA,NA,NA,NA,NA,NA
"ASV8627ba90",NA,NA,NA,NA,NA,NA,NA
"ASVec0f5a0a","Bacteria","Acidobacteriota","Vicinamibacteria","Vicinamibacterales",NA,NA,NA
"ASV6436352b","Bacteria","Bacteroidota","Bacteroidia","Cytophagales","Hymenobacteraceae","Hymenobacter","swuensis"
"ASV5b2410d1","Bacteria","Chloroflexota","Anaerolineae","Aggregatilineales",NA,NA,NA
"ASVb4174b2b","Bacteria","Chloroflexota","Chloroflexia","Thermomicrobiales","JG30-KF-CM45",NA,NA
"ASV38c2ae08",NA,NA,NA,NA,NA,NA,NA
"ASV376380eb",NA,NA,NA,NA,NA,NA,NA
"ASV613761e3","Bacteria","Actinomycetota","Thermoleophilia","Gaiellales",NA,NA,NA
"ASVe640d20e","Bacteria","Pseudomonadota","Gammaproteobacteria","Pseudomonadales","Moraxellaceae","Acinetobacter",NA
"ASVe560673e","Bacteria",NA,NA,NA,NA,NA,NA
"ASV5c6740cb","Bacteria","Pseudomonadota","Gammaproteobacteria","Burkholderiales","Rhodocyclaceae","Zoogloea",NA
"ASV0696f14f","Bacteria","Actinomycetota","Acidimicrobiia","Acidimicrobiales","Acidimicrobiaceae","Acidiferrimicrobium",NA
"ASVad2cd6ae","Bacteria","Chloroflexota","Anaerolineae","Aggregatilineales","A4b",NA,NA
"ASVd99e6c4d","Bacteria","Chloroflexota","Chloroflexia","Thermomicrobiales","JG30-KF-CM45",NA,NA
"ASV0d29ed38","Bacteria","Actinomycetota","Actinobacteria","Mycobacteriales","Corynebacteriaceae","Corynebacterium",NA
"ASV227a3f26","Bacteria","Planctomycetota","Planctomycetes","Gemmatales","Gemmataceae",NA,NA
"ASV65d2379d",NA,NA,NA,NA,NA,NA,NA
"ASVc0cad7e6",NA,NA,NA,NA,NA,NA,NA
"ASVae9c9ada","Bacteria","Bacillota","Bacilli","Lactobacillales","Carnobacteriaceae","Dolosigranulum","pigrum"
"ASVbb7703ac","Bacteria",NA,NA,NA,NA,NA,NA
"ASVf9885f85","Bacteria","Chloroflexota","Chloroflexia","Chloroflexales","Roseiflexaceae",NA,NA
"ASVe2746844","Bacteria","Bacteroidota","Bacteroidia","Sphingobacteriales","Sphingobacteriaceae","Pedobacter",NA
"ASV6da674e8","Bacteria","Pseudomonadota",NA,NA,NA,NA,NA
"ASVb3414ba8","Bacteria","Chloroflexota","JG30-KF-CM66",NA,NA,NA,NA
"ASV7f91035e",NA,NA,NA,NA,NA,NA,NA
"ASVf0113f30","Bacteria","Actinomycetota","Acidimicrobiia","Actinomarinales",NA,NA,NA
"ASV93a6d557","Bacteria","Pseudomonadota","Alphaproteobacteria","Hyphomicrobiales","Xanthobacteraceae","Pseudoxanthobacter",NA
"ASV15df4174","Bacteria","Pseudomonadota","Gammaproteobacteria","Salinisphaerales","Nevskiaceae","Polycyclovorans",NA
"ASV4fa6ae69",NA,NA,NA,NA,NA,NA,NA
"ASV86c5c00d",NA,NA,NA,NA,NA,NA,NA
"ASV453d6cda","Bacteria",NA,NA,NA,NA,NA,NA
"ASV70a8f672",NA,NA,NA,NA,NA,NA,NA
"ASVaf1d18cf","Bacteria","Actinomycetota","Actinobacteria","Mycobacteriales","Corynebacteriaceae","Lawsonella","clevelandensis"
"ASV3a306647","Bacteria","Actinomycetota","Actinobacteria","Pseudonocardiales","Pseudonocardiaceae","Pseudonocardia",NA
"ASV99053a0a","Bacteria","Bacillota","Clostridia","Peptostreptococcales-Tissierellales","Peptostreptococcaceae","Peptostreptococcus","stomatis"
"ASV2c74dfca","Bacteria",NA,NA,NA,NA,NA,NA
"ASV63d93a51","Bacteria","Pseudomonadota","Gammaproteobacteria","Pseudomonadales","Moraxellaceae","Acinetobacter",NA
"ASV9b36f62f","Bacteria","Actinomycetota","Actinobacteria","Propionibacteriales","Nocardioidaceae","Nocardioides",NA
"ASV8828910a","Bacteria","Pseudomonadota","Alphaproteobacteria","Hyphomicrobiales","Xanthobacteraceae","Bradyrhizobium",NA
"ASV05954c2c","Bacteria",NA,NA,NA,NA,NA,NA
"ASVb0735edd","Bacteria",NA,NA,NA,NA,NA,NA
"ASV25ee648a","Bacteria",NA,NA,NA,NA,NA,NA
"ASV30273e84","Archaea",NA,NA,NA,NA,NA,NA
"ASV25c5cef9",NA,NA,NA,NA,NA,NA,NA
"ASV88e1d71d","Bacteria",NA,NA,NA,NA,NA,NA
"ASVfa8baa57",NA,NA,NA,NA,NA,NA,NA
"ASV41cfd5d9","Bacteria",NA,NA,NA,NA,NA,NA
"ASVfd62781e","Bacteria","Pseudomonadota","Alphaproteobacteria","Acetobacterales","Acetobacteraceae","Caldovatus",NA
"ASV33f328bc","Bacteria","Chloroflexota","Chloroflexia","Thermomicrobiales","JG30-KF-CM45",NA,NA
"ASV5697d7c8","Bacteria","Pseudomonadota","Gammaproteobacteria","Lysobacterales","Lysobacteraceae",NA,NA
"ASVcd900be6","Bacteria","Pseudomonadota","Gammaproteobacteria",NA,NA,NA,NA
"ASVe796df90","Bacteria","Bacillota","Bacilli","Staphylococcales","Staphylococcaceae","Staphylococcus",NA
"ASV34779cec","Bacteria",NA,NA,NA,NA,NA,NA
"ASV84a08054",NA,NA,NA,NA,NA,NA,NA
"ASVb40b1889","Bacteria",NA,NA,NA,NA,NA,NA
"ASV5beff9d5",NA,NA,NA,NA,NA,NA,NA
"ASV15997fd8",NA,NA,NA,NA,NA,NA,NA
"ASV80e3d884",NA,NA,NA,NA,NA,NA,NA
"ASV7e4e7c31",NA,NA,NA,NA,NA,NA,NA
"ASV0b4156a2","Bacteria","Actinomycetota","Actinobacteria","Mycobacteriales","Corynebacteriaceae","Corynebacterium","tuberculostearicum"
"ASVf24d9c49","Bacteria",NA,NA,NA,NA,NA,NA
"ASVb4342a62",NA,NA,NA,NA,NA,NA,NA
"ASVf3acec4b","Bacteria",NA,NA,NA,NA,NA,NA
"ASV47dd56b0",NA,NA,NA,NA,NA,NA,NA
"ASV0806881a",NA,NA,NA,NA,NA,NA,NA
"ASV6be97629","Bacteria",NA,NA,NA,NA,NA,NA
"ASV222b2ca6","Bacteria",NA,NA,NA,NA,NA,NA
"ASV4317e2d0",NA,NA,NA,NA,NA,NA,NA
"ASVa84ba5c8","Bacteria",NA,NA,NA,NA,NA,NA
"ASV041f8d8b","Bacteria",NA,NA,NA,NA,NA,NA
"ASVb5f37bed",NA,NA,NA,NA,NA,NA,NA
"ASV9d66d733",NA,NA,NA,NA,NA,NA,NA
"ASV7814e552",NA,NA,NA,NA,NA,NA,NA
"ASV540e97cb","Bacteria",NA,NA,NA,NA,NA,NA
"ASV696312d8",NA,NA,NA,NA,NA,NA,NA
"ASVb3a13219","Bacteria",NA,NA,NA,NA,NA,NA
"ASV87da99ba","Bacteria","Pseudomonadota","Gammaproteobacteria","Pseudomonadales","Halomonadaceae","Halomonas",NA
"ASVf90a698f","Bacteria",NA,NA,NA,NA,NA,NA
"ASV2be6388d","Bacteria",NA,NA,NA,NA,NA,NA
"ASVd97ff060","Bacteria",NA,NA,NA,NA,NA,NA
"ASVea30bd39","Bacteria","Chloroflexota","Anaerolineae","Aggregatilineales","A4b",NA,NA
"ASV90f0b1e0","Bacteria",NA,NA,NA,NA,NA,NA
"ASVeab8794a",NA,NA,NA,NA,NA,NA,NA
"ASVbb0f2d65",NA,NA,NA,NA,NA,NA,NA
"ASVe5ef9a6d",NA,NA,NA,NA,NA,NA,NA
"ASVdef3cbf3",NA,NA,NA,NA,NA,NA,NA
"ASV327b6a79","Bacteria",NA,NA,NA,NA,NA,NA
"ASVecf0f85c","Bacteria",NA,NA,NA,NA,NA,NA
"ASVc61caded","Bacteria","Bacillota","Bacilli","Bacillales","Bacillaceae","Bacillus",NA
"ASVe1fdb495","Bacteria",NA,NA,NA,NA,NA,NA
"ASVb86ade9a","Bacteria",NA,NA,NA,NA,NA,NA
"ASV8893e708",NA,NA,NA,NA,NA,NA,NA
"ASV030445c7",NA,NA,NA,NA,NA,NA,NA
"ASV6a6e3173",NA,NA,NA,NA,NA,NA,NA
"ASVc8465c9b","Bacteria",NA,NA,NA,NA,NA,NA
"ASV1687990e","Bacteria",NA,NA,NA,NA,NA,NA
"ASV6f0ef4eb",NA,NA,NA,NA,NA,NA,NA
"ASV7294af2b","Bacteria",NA,NA,NA,NA,NA,NA
"ASV9fc7a8a9",NA,NA,NA,NA,NA,NA,NA
"ASVdb46b1eb",NA,NA,NA,NA,NA,NA,NA
"ASVb97b6994","Bacteria",NA,NA,NA,NA,NA,NA
"ASV9f6fe92c","Bacteria",NA,NA,NA,NA,NA,NA
"ASVbc40857b",NA,NA,NA,NA,NA,NA,NA
"ASV6d42b89e","Bacteria",NA,NA,NA,NA,NA,NA
"ASV6adeb18c","Bacteria","Actinomycetota","Actinobacteria","Actinomycetales","Actinomycetaceae","Actinomyces","israelii"
"ASVc929b209",NA,NA,NA,NA,NA,NA,NA
"ASV39dfeb14",NA,NA,NA,NA,NA,NA,NA
"ASV1378c874","Bacteria",NA,NA,NA,NA,NA,NA
"ASVa6fc9e75",NA,NA,NA,NA,NA,NA,NA
"ASV07149cf2","Bacteria","Pseudomonadota","Gammaproteobacteria","Lysobacterales","Lysobacteraceae","Stenotrophomonas",NA
"ASV39ec0494","Bacteria","Pseudomonadota","Gammaproteobacteria","HOC36",NA,NA,NA
"ASVe88d7944","Bacteria","Actinomycetota","Actinobacteria","Mycobacteriales","Corynebacteriaceae","Corynebacterium",NA
"ASV62dff6bb","Bacteria",NA,NA,NA,NA,NA,NA
"ASV4708b60b",NA,NA,NA,NA,NA,NA,NA
"ASV97c4ce70","Bacteria","Bacteroidota","Bacteroidia","Flavobacteriales","Flavobacteriaceae","Flavobacterium",NA
"ASV06e14013",NA,NA,NA,NA,NA,NA,NA
"ASV53cf12fb","Bacteria","Acidobacteriota","Subgroup 26",NA,NA,NA,NA
"ASVc9495e3e",NA,NA,NA,NA,NA,NA,NA
"ASV61e5e586","Bacteria","Deinococcota","Deinococci","Deinococcales","Trueperaceae","Truepera",NA
"ASV9b439e04",NA,NA,NA,NA,NA,NA,NA
"ASVd3348a24","Bacteria","Acidobacteriota","Vicinamibacteria","Vicinamibacterales",NA,NA,NA
"ASVc103a921",NA,NA,NA,NA,NA,NA,NA
"ASV5e58a2a9","Bacteria","Pseudomonadota","Alphaproteobacteria","Azospirillales","Azospirillaceae","Niveispirillum",NA
"ASVe006be99",NA,NA,NA,NA,NA,NA,NA
"ASV3c51f499","Bacteria","Actinomycetota","Actinobacteria","Mycobacteriales","Corynebacteriaceae","Corynebacterium","riegelii"
"ASVdf6ca14d",NA,NA,NA,NA,NA,NA,NA
"ASV3f5fd52a",NA,NA,NA,NA,NA,NA,NA
"ASVede81a6c","Bacteria",NA,NA,NA,NA,NA,NA
"ASVdbdbaaf8","Bacteria",NA,NA,NA,NA,NA,NA
"ASV4c8c5e81","Bacteria",NA,NA,NA,NA,NA,NA
"ASV31f846bd",NA,NA,NA,NA,NA,NA,NA
"ASVe08dc41b","Bacteria",NA,NA,NA,NA,NA,NA
"ASV6bd985e5",NA,NA,NA,NA,NA,NA,NA
"ASV3744ee55","Bacteria",NA,NA,NA,NA,NA,NA
"ASV82b5087f","Bacteria",NA,NA,NA,NA,NA,NA
"ASV678dc24c","Bacteria",NA,NA,NA,NA,NA,NA
"ASVb1ce8378",NA,NA,NA,NA,NA,NA,NA
"ASV558c0177","Bacteria","Pseudomonadota","Alphaproteobacteria","Hyphomicrobiales","Rhizobiaceae","Agrobacterium",NA
"ASVd00bfc43","Bacteria","Cyanobacteriota","Cyanobacteriia","Cyanobacteriales","Phormidiaceae",NA,NA
"ASVe36504e3","Bacteria",NA,NA,NA,NA,NA,NA
"ASVf1ab7592","Bacteria",NA,NA,NA,NA,NA,NA
"ASVe65253d3",NA,NA,NA,NA,NA,NA,NA
"ASV6ba750e7",NA,NA,NA,NA,NA,NA,NA
"ASV161c5e2e",NA,NA,NA,NA,NA,NA,NA
"ASV9f4494cd",NA,NA,NA,NA,NA,NA,NA
"ASVfb971f24","Bacteria",NA,NA,NA,NA,NA,NA
"ASV06a4b1e5","Bacteria",NA,NA,NA,NA,NA,NA
"ASV0f8b49c5","Archaea","Methanobacteriota","Methanobacteria","Methanobacteriales","Methanothermobacteriaceae","Methanothermobacter",NA
"ASV03fc0cf3","Bacteria","Chloroflexota","Anaerolineae","Aggregatilineales","Aggregatilineaceae",NA,NA
"ASV3de28735","Bacteria",NA,NA,NA,NA,NA,NA
"ASVd3ae2008","Bacteria","Pseudomonadota","Alphaproteobacteria","Tistrellales","Geminicoccaceae",NA,NA
"ASV2a3c5850","Bacteria","Pseudomonadota","Alphaproteobacteria","Acetobacterales","Acetobacteraceae","Caldovatus",NA
"ASVa3c95134",NA,NA,NA,NA,NA,NA,NA
"ASVb634467a",NA,NA,NA,NA,NA,NA,NA
"ASV26c1aa52","Bacteria",NA,NA,NA,NA,NA,NA
"ASV35c87aa3","Bacteria",NA,NA,NA,NA,NA,NA
"ASVe31cbe58","Bacteria",NA,NA,NA,NA,NA,NA
"ASV118cef59","Bacteria","Cyanobacteriota","Cyanobacteriia","Cyanobacteriales","Chroococcidiopsaceae","Chroococcidiopsis SAG 2023",NA
"ASV5377a92c","Bacteria","Pseudomonadota","Alphaproteobacteria","Acetobacterales","Acetobacteraceae","Craurococcus",NA
"ASV1e051406",NA,NA,NA,NA,NA,NA,NA
"ASV21362f0f","Bacteria",NA,NA,NA,NA,NA,NA
"ASVfa1af0b8","Bacteria","Pseudomonadota","Alphaproteobacteria","Hyphomicrobiales",NA,NA,NA
"ASV9e05afa6","Bacteria","Gemmatimonadota","Longimicrobiia","Longimicrobiales","Longimicrobiaceae",NA,NA
"ASVfc1b4fa2","Bacteria","Planctomycetota","Planctomycetes","Gemmatales","Gemmataceae","Gemmata",NA
"ASVc30467d5",NA,NA,NA,NA,NA,NA,NA
"ASVe15d6035",NA,NA,NA,NA,NA,NA,NA
"ASV40e41aa0","Bacteria","Pseudomonadota","Alphaproteobacteria","Hyphomicrobiales","Beijerinckiaceae","Enterovirga",NA
"ASV907d6901",NA,NA,NA,NA,NA,NA,NA
