"","Kingdom","Phylum","Class","Order","Family","Genus","Species"
"ASVca8ad6ac","Bacteria",NA,NA,NA,NA,NA,NA
"ASV0bcd5dd3","Bacteria","Pseudomonadota","Alphaproteobacteria","Sphingomonadales","Sphingomonadaceae","Sphingomonas",NA
"ASV81db613c","Bacteria","Chloroflexota","Anaerolineae","Aggregatilineales","A4b",NA,NA
"ASV6d5f16e1","Bacteria","Planctomycetota","Planctomycetes","Isosphaerales","Isosphaeraceae",NA,NA
"ASVb4b22b9a",NA,NA,NA,NA,NA,NA,NA
"ASV4310f1a2","Bacteria","Pseudomonadota","Alphaproteobacteria","Caulobacterales","Caulobacteraceae","Asticcacaulis","biprosthecium"
"ASVbb4a561a","Bacteria","Pseudomonadota","Alphaproteobacteria","Hyphomicrobiales","Xanthobacteraceae","Pseudolabrys",NA
"ASVed5d68f5","Bacteria","Acidobacteriota","Vicinamibacteria","Vicinamibacterales",NA,NA,NA
"ASV1e607302","Bacteria","Pseudomonadota","Alphaproteobacteria","Caulobacterales","Caulobacteraceae","Asticcacaulis",NA
"ASV74b5ec9a","Bacteria","Thermodesulfobacteriota","Desulfuromonadia","Geobacterales","Geobacteraceae","Geobacter","sulfurreducens"
"ASVbbca8134","Bacteria","Actinomycetota","Actinobacteria","Propionibacteriales","Nocardioidaceae","Nocardioides",NA
"ASV2c442b23","Bacteria","Actinomycetota","Acidimicrobiia","Microtrichales",NA,NA,NA
"ASVf3a6d772","Bacteria","Pseudomonadota","Gammaproteobacteria","R7C24",NA,NA,NA
"ASV272ba501","Bacteria","Bacillota","Bacilli","Staphylococcales","Staphylococcaceae","Auricoccus-Abyssicoccus","indicus"
"ASV0ebd0b0c","Bacteria",NA,NA,NA,NA,NA,NA
"ASV4454ea79",NA,NA,NA,NA,NA,NA,NA
"ASV51cbdfd1","Bacteria",NA,NA,NA,NA,NA,NA
"ASV3ef0acc1","Bacteria","Bacteroidota","Bacteroidia","Cytophagales","Microscillaceae",NA,NA
"ASV9d9a3103","Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Bacteroidaceae","Bacteroides",NA
"ASV08a98e47",NA,NA,NA,NA,NA,NA,NA
"ASVe58e5345","Bacteria","Bdellovibrionota","Oligoflexia","0319-6G20",NA,NA,NA
"ASV165cfeac","Bacteria","Cyanobacteriota","Sericytochromatia",NA,NA,NA,NA
"ASV9a3a58ac","Bacteria","Actinomycetota","Actinobacteria","Streptosporangiales","Thermomonosporaceae","Actinomadura",NA
"ASV2a6024e2","Bacteria","Pseudomonadota","Alphaproteobacteria","Caulobacterales","Caulobacteraceae","Asticcacaulis",NA
"ASV3b35512b","Bacteria","Pseudomonadota","Gammaproteobacteria","Burkholderiales","Methylophilaceae","Methylobacillus",NA
"ASV07d027c0","Bacteria","Pseudomonadota","Alphaproteobacteria","Hyphomicrobiales","Beijerinckiaceae","Roseiarcus",NA
"ASVce5e62b0","Bacteria","Chloroflexota","Chloroflexia","Thermomicrobiales","JG30-KF-CM45",NA,NA
"ASV1f94923c","Bacteria","Pseudomonadota","Gammaproteobacteria","Lysobacterales","Rhodanobacteraceae","Mizugakiibacter","sediminis"
"ASV38a566a2","Bacteria","Myxococcota","Myxococcia","Myxococcales","Myxococcaceae",NA,NA
"ASV9d9ac7f5","Bacteria","Pseudomonadota","Alphaproteobacteria","Hyphomicrobiales","Beijerinckiaceae","Microvirga",NA
"ASVb83c65eb","Bacteria","Pseudomonadota","Gammaproteobacteria","Lysobacterales","Rhodanobacteraceae","Dyella","jiangningensis"
"ASVb4d8e590","Bacteria","Pseudomonadota","Alphaproteobacteria","Sphingomonadales","Sphingomonadaceae",NA,NA
"ASVeb71ef1b","Bacteria","Pseudomonadota","Alphaproteobacteria","Acetobacterales","Acetobacteraceae","Roseomonas",NA
"ASV3a1ed1cf","Bacteria","Bacteroidota","Bacteroidia","Chitinophagales","Chitinophagaceae",NA,NA
"ASV3eb62498","Bacteria","Bacteroidota","Bacteroidia","Chitinophagales","Chitinophagaceae","Terrimonas",NA
"ASV80e2914d","Bacteria","Actinomycetota","Actinobacteria","Streptosporangiales","Streptosporangiaceae","Nonomuraea",NA
"ASV67fd7ac4","Bacteria","Pseudomonadota","Alphaproteobacteria","Micropepsales","Micropepsaceae",NA,NA
"ASV281a03cb","Bacteria","Actinomycetota","Actinobacteria","Bifidobacteriales","Bifidobacteriaceae","Gardnerella","vaginalis"
"ASV4d94feb4",NA,NA,NA,NA,NA,NA,NA
"ASV6eadc58f","Bacteria","Pseudomonadota","Gammaproteobacteria","Burkholderiales","SC-I-84",NA,NA
"ASVf100b502","Bacteria","Actinomycetota","Thermoleophilia","Gaiellales","Gaiellaceae","Gaiella",NA
"ASV86c90e7c","Bacteria",NA,NA,NA,NA,NA,NA
"ASV3b58804d","Bacteria",NA,NA,NA,NA,NA,NA
"ASVb9d8c87a","Bacteria","Actinomycetota","Thermoleophilia","Solirubrobacterales","67-14",NA,NA
"ASV741ac8e3","Bacteria","Pseudomonadota","Alphaproteobacteria","Caulobacterales","Caulobacteraceae","Caulobacter",NA
"ASVc34e6195","Bacteria","Bacteroidota","Bacteroidia","Cytophagales","Cyclobacteriaceae","Algoriphagus",NA
"ASV1c2cbf71","Bacteria",NA,NA,NA,NA,NA,NA
"ASV317c06db","Bacteria","Pseudomonadota","Gammaproteobacteria","Burkholderiales","Burkholderiaceae","Burkholderia-Caballeronia-Paraburkholderia",NA
"ASV42ecca8f","Bacteria","Thermodesulfobacteriota","Desulfobulbia","Desulfobulbales","Desulfobulbaceae","Desulfobulbus",NA
"ASVbe3a2403","Bacteria","Pseudomonadota","Alphaproteobacteria","Caulobacterales","Caulobacteraceae","Phenylobacterium",NA
"ASV8a2daa82","Bacteria","Bacillota","Clostridia","Lachnospirales","Lachnospiraceae","Lachnoclostridium",NA
"ASVd88c7abc","Bacteria","Actinomycetota","Acidimicrobiia","Acidimicrobiales","Acidimicrobiaceae","Acidiferrimicrobium",NA
"ASVe7a14afc","Bacteria","Pseudomonadota","Gammaproteobacteria","Pseudomonadales","Moraxellaceae","Psychrobacter","faecalis"
"ASVf6baeb34","Bacteria","Actinomycetota","Rubrobacteria","Rubrobacterales","Rubrobacteriaceae","Rubrobacter",NA
"ASVd1103092","Bacteria","Pseudomonadota",NA,NA,NA,NA,NA
"ASVec60e211",NA,NA,NA,NA,NA,NA,NA
"ASVd4a177b7",NA,NA,NA,NA,NA,NA,NA
"ASV1e480e76",NA,NA,NA,NA,NA,NA,NA
"ASVcb19a036","Bacteria",NA,NA,NA,NA,NA,NA
"ASV7457d21b",NA,NA,NA,NA,NA,NA,NA
"ASV42f61c17",NA,NA,NA,NA,NA,NA,NA
"ASVc46cbc01",NA,NA,NA,NA,NA,NA,NA
"ASV3ca54232","Archaea",NA,NA,NA,NA,NA,NA
"ASVaf139c07","Bacteria","Chloroflexota","Anaerolineae","Caldilineales","Caldilineaceae",NA,NA
"ASV25ef2a5b","Bacteria",NA,NA,NA,NA,NA,NA
"ASV8e910fbe","Bacteria","Pseudomonadota","Gammaproteobacteria","Burkholderiales","Comamonadaceae",NA,NA
"ASV276cfd70","Bacteria",NA,NA,NA,NA,NA,NA
"ASV0266533f","Bacteria",NA,NA,NA,NA,NA,NA
"ASVa46a1c8b",NA,NA,NA,NA,NA,NA,NA
"ASV641a16ad","Bacteria","Pseudomonadota","Gammaproteobacteria","Burkholderiales","Methylophilaceae","Pseudomethylobacillus",NA
"ASV9ada4138",NA,NA,NA,NA,NA,NA,NA
"ASVd3a36690","Bacteria","Pseudomonadota","Gammaproteobacteria","Enterobacterales",NA,NA,NA
"ASV4ff73482",NA,NA,NA,NA,NA,NA,NA
"ASVfd435737","Bacteria",NA,NA,NA,NA,NA,NA
"ASV375afaef","Bacteria",NA,NA,NA,NA,NA,NA
"ASVfaa789d6",NA,NA,NA,NA,NA,NA,NA
"ASV8518451b","Bacteria","Actinomycetota","Actinobacteria","Kitasatosporales","Streptomycetaceae","Streptomyces",NA
"ASV1a0047a8",NA,NA,NA,NA,NA,NA,NA
"ASV51f0e0b2",NA,NA,NA,NA,NA,NA,NA
"ASVa09805b0","Bacteria",NA,NA,NA,NA,NA,NA
"ASV0eb993bc",NA,NA,NA,NA,NA,NA,NA
"ASVb1780c1e","Bacteria",NA,NA,NA,NA,NA,NA
"ASV68ca3729",NA,NA,NA,NA,NA,NA,NA
"ASV1a19f334",NA,NA,NA,NA,NA,NA,NA
"ASV6060e5e5","Bacteria",NA,NA,NA,NA,NA,NA
"ASV653ea126","Bacteria",NA,NA,NA,NA,NA,NA
"ASV50254273","Bacteria",NA,NA,NA,NA,NA,NA
"ASVf6c01466","Bacteria","Pseudomonadota","Alphaproteobacteria","Tistrellales","Geminicoccaceae",NA,NA
"ASV78fec40a","Bacteria","Actinomycetota","Actinobacteria","Frankiales","Geodermatophilaceae","Modestobacter",NA
"ASV1f1e92f0",NA,NA,NA,NA,NA,NA,NA
"ASVe1381dbd","Bacteria","Pseudomonadota","Gammaproteobacteria","Enterobacterales",NA,NA,NA
"ASVc269c4b7","Bacteria",NA,NA,NA,NA,NA,NA
"ASV01d429c7","Bacteria",NA,NA,NA,NA,NA,NA
"ASVd41c276f","Bacteria",NA,NA,NA,NA,NA,NA
"ASVb06eda7c",NA,NA,NA,NA,NA,NA,NA
"ASV66bf14a9",NA,NA,NA,NA,NA,NA,NA
"ASVb775021c","Bacteria","Bacillota","Bacilli","Lactobacillales",NA,NA,NA
"ASV74bc44d8",NA,NA,NA,NA,NA,NA,NA
"ASV0cd37dec","Bacteria","Actinomycetota","Actinobacteria","Mycobacteriales","Corynebacteriaceae","Corynebacterium",NA
"ASV962c5a5b","Bacteria","Actinomycetota","Rubrobacteria","Rubrobacterales","Rubrobacteriaceae","Rubrobacter",NA
"ASV8fc56325","Bacteria",NA,NA,NA,NA,NA,NA
"ASVc9c3828f",NA,NA,NA,NA,NA,NA,NA
"ASV827cc10f","Bacteria",NA,NA,NA,NA,NA,NA
"ASV1ca0233e","Bacteria",NA,NA,NA,NA,NA,NA
"ASVe11304ac",NA,NA,NA,NA,NA,NA,NA
"ASVca561c39","Bacteria","Pseudomonadota","Gammaproteobacteria","Enterobacterales","Aeromonadaceae","Zobellella",NA
"ASV942821f4","Bacteria",NA,NA,NA,NA,NA,NA
"ASV90a12c16",NA,NA,NA,NA,NA,NA,NA
"ASVe1cf60df","Bacteria",NA,NA,NA,NA,NA,NA
"ASV46c3c391",NA,NA,NA,NA,NA,NA,NA
"ASVcf60c937","Bacteria","Pseudomonadota","Gammaproteobacteria",NA,NA,NA,NA
"ASV20316536","Bacteria",NA,NA,NA,NA,NA,NA
"ASVf81fa16b",NA,NA,NA,NA,NA,NA,NA
"ASV5142323b",NA,NA,NA,NA,NA,NA,NA
"ASVb2654f00",NA,NA,NA,NA,NA,NA,NA
"ASV0cdf7ca7","Bacteria","Pseudomonadota","Alphaproteobacteria","Caulobacterales","Caulobacteraceae","Brevundimonas","vesicularis"
"ASVeeacf6fb","Bacteria","Pseudomonadota","Alphaproteobacteria","Rhodobacterales","Paracoccaceae","Paracoccus",NA
"ASV1f7e317d","Bacteria","Bacillota","Bacilli","Lactobacillales","Lactobacillaceae","Leuconostoc","gelidum"
"ASVb7d6b60b","Bacteria","Actinomycetota","Actinobacteria","Frankiales","Acidothermaceae","Acidothermus",NA
"ASVa4e9829e",NA,NA,NA,NA,NA,NA,NA
"ASVceda6679",NA,NA,NA,NA,NA,NA,NA
"ASV0a85fce3",NA,NA,NA,NA,NA,NA,NA
"ASVd609d4b0",NA,NA,NA,NA,NA,NA,NA
"ASV1d822eef","Bacteria",NA,NA,NA,NA,NA,NA
"ASVe075284b",NA,NA,NA,NA,NA,NA,NA
"ASV6c39b61a","Bacteria","Fusobacteriota","Fusobacteriia","Fusobacteriales","Leptotrichiaceae",NA,NA
"ASV1f384eab","Bacteria","Pseudomonadota","Gammaproteobacteria","Pseudomonadales","Moraxellaceae","Alkanindiges",NA
"ASV3b8579f5","Bacteria","Pseudomonadota","Alphaproteobacteria","Acetobacterales","Acetobacteraceae","Roseomonas",NA
"ASV6551435f","Bacteria","Bacteroidota","Bacteroidia","Chitinophagales","Chitinophagaceae",NA,NA
"ASV191ca6e3","Bacteria",NA,NA,NA,NA,NA,NA
"ASV87ac9d72","Bacteria",NA,NA,NA,NA,NA,NA
"ASV7f0f1166","Bacteria",NA,NA,NA,NA,NA,NA
"ASV16eccc9c",NA,NA,NA,NA,NA,NA,NA
"ASV982243cd","Bacteria",NA,NA,NA,NA,NA,NA
"ASV316c38f4",NA,NA,NA,NA,NA,NA,NA
"ASV90b8be7d",NA,NA,NA,NA,NA,NA,NA
"ASV9dc9b871",NA,NA,NA,NA,NA,NA,NA
"ASV0c11acc0","Bacteria",NA,NA,NA,NA,NA,NA
"ASV2c495644",NA,NA,NA,NA,NA,NA,NA
"ASV99f1bacd","Bacteria","Chloroflexota","Chloroflexia","Kallotenuales","AKIW781",NA,NA
"ASVbad61116","Bacteria","Chloroflexota","Chloroflexia","Kallotenuales","AKIW781",NA,NA
"ASV59e47a04","Bacteria","Deinococcota","Deinococci","Deinococcales","Deinococcaceae","Deinococcus",NA
"ASVd939a1ba",NA,NA,NA,NA,NA,NA,NA
"ASVbd037a2b","Bacteria","Actinomycetota","Actinobacteria","Frankiales","Geodermatophilaceae","Klenkia",NA
"ASV71947f84","Bacteria","Pseudomonadota","Alphaproteobacteria","Rickettsiales","Mitochondria",NA,NA
"ASVc6874d47","Bacteria","Bacillota","Bacilli","Paenibacillales","Paenibacillaceae","Paenibacillus",NA
"ASV17ba7eb7","Bacteria","Actinomycetota","Actinobacteria","Micrococcales","Microbacteriaceae",NA,NA
"ASV235c9ce7","Bacteria",NA,NA,NA,NA,NA,NA
"ASVb3208c23","Bacteria",NA,NA,NA,NA,NA,NA
"ASVf64bed72","Bacteria","Actinomycetota","Actinobacteria","Propionibacteriales","Nocardioidaceae","Aeromicrobium",NA
"ASVb39a8fa9","Bacteria","Bacillota","Bacilli","Lactobacillales","Enterococcaceae","Enterococcus",NA
"ASV5738ed57",NA,NA,NA,NA,NA,NA,NA
"ASV24d9f9a7",NA,NA,NA,NA,NA,NA,NA
"ASVae2836cc","Bacteria",NA,NA,NA,NA,NA,NA
"ASVb67726d9","Bacteria",NA,NA,NA,NA,NA,NA
"ASVfba3e9fb","Bacteria",NA,NA,NA,NA,NA,NA
"ASV572c8328",NA,NA,NA,NA,NA,NA,NA
"ASV438f0676","Bacteria",NA,NA,NA,NA,NA,NA
"ASV2a751b6a",NA,NA,NA,NA,NA,NA,NA
"ASV3793db8b",NA,NA,NA,NA,NA,NA,NA
"ASV9b686a9c","Bacteria","Pseudomonadota","Alphaproteobacteria","Hyphomicrobiales","Rhizobiaceae","Agrobacterium",NA
"ASV38db21f3","Bacteria","Pseudomonadota","Alphaproteobacteria","Rhodobacterales","Paracoccaceae",NA,NA
"ASV8c521505",NA,NA,NA,NA,NA,NA,NA
"ASVe6f82753","Bacteria","Pseudomonadota","Gammaproteobacteria","Salinisphaerales",NA,NA,NA
"ASVd6a54a30","Bacteria",NA,NA,NA,NA,NA,NA
"ASV4dbb755b",NA,NA,NA,NA,NA,NA,NA
"ASVbb3f1f6c","Bacteria","Pseudomonadota","Gammaproteobacteria","Burkholderiales","Alcaligenaceae","Achromobacter",NA
"ASVe22a042b","Bacteria",NA,NA,NA,NA,NA,NA
"ASV7ed30a0c","Bacteria","Pseudomonadota","Gammaproteobacteria","Lysobacterales","Lysobacteraceae","Stenotrophomonas",NA
"ASVaf8264d5",NA,NA,NA,NA,NA,NA,NA
"ASV9079c278","Bacteria",NA,NA,NA,NA,NA,NA
"ASV4af6d381",NA,NA,NA,NA,NA,NA,NA
"ASV1a112750",NA,NA,NA,NA,NA,NA,NA
"ASV0f11f034",NA,NA,NA,NA,NA,NA,NA
"ASV3e41cea0","Bacteria","Pseudomonadota","Alphaproteobacteria","Hyphomicrobiales","Devosiaceae","Cucumibacter",NA
"ASV23576867",NA,NA,NA,NA,NA,NA,NA
"ASV97ac9023",NA,NA,NA,NA,NA,NA,NA
"ASV1c2bbf3a","Bacteria",NA,NA,NA,NA,NA,NA
"ASV7a1232c0","Bacteria",NA,NA,NA,NA,NA,NA
"ASVb7a83def","Bacteria",NA,NA,NA,NA,NA,NA
"ASV43ce257b","Bacteria","Pseudomonadota","Gammaproteobacteria","Enterobacterales","Erwiniaceae","Pantoea",NA
"ASVe34b579e","Bacteria","Pseudomonadota","Gammaproteobacteria","Burkholderiales","Burkholderiaceae",NA,NA
"ASV5f16e492","Bacteria",NA,NA,NA,NA,NA,NA
"ASV6644ca56",NA,NA,NA,NA,NA,NA,NA
"ASVecb88188","Bacteria","Pseudomonadota","Gammaproteobacteria","Enterobacterales","Aeromonadaceae",NA,NA
"ASV5725a808",NA,NA,NA,NA,NA,NA,NA
"ASV6b6f4be8","Bacteria",NA,NA,NA,NA,NA,NA
"ASV31bc9323",NA,NA,NA,NA,NA,NA,NA
"ASV004b858d",NA,NA,NA,NA,NA,NA,NA
"ASVd2f1c80b","Bacteria",NA,NA,NA,NA,NA,NA
"ASV67fd1bfe",NA,NA,NA,NA,NA,NA,NA
"ASVd3388cf7",NA,NA,NA,NA,NA,NA,NA
"ASV68ff9897","Bacteria","Chloroflexota","Anaerolineae","Caldilineales","Caldilineaceae",NA,NA
"ASVfefdba57",NA,NA,NA,NA,NA,NA,NA
"ASV5a5ff063",NA,NA,NA,NA,NA,NA,NA
"ASVd43254c2","Bacteria",NA,NA,NA,NA,NA,NA
"ASVf8972209","Bacteria",NA,NA,NA,NA,NA,NA
"ASV08028639",NA,NA,NA,NA,NA,NA,NA
"ASV1507f27a",NA,NA,NA,NA,NA,NA,NA
"ASV0eb2da7a",NA,NA,NA,NA,NA,NA,NA
"ASVe76e8e9e","Bacteria","Pseudomonadota","Gammaproteobacteria",NA,NA,NA,NA
"ASV998b7347",NA,NA,NA,NA,NA,NA,NA
"ASVcefcb5d9","Bacteria","Actinomycetota","Actinobacteria","Propionibacteriales","Nocardioidaceae","Marmoricola",NA
"ASV263ae336",NA,NA,NA,NA,NA,NA,NA
"ASV8fc22598","Bacteria",NA,NA,NA,NA,NA,NA
"ASV98342c81","Bacteria",NA,NA,NA,NA,NA,NA
"ASVd1b45281",NA,NA,NA,NA,NA,NA,NA
"ASV45e32400",NA,NA,NA,NA,NA,NA,NA
"ASVf2c3a339",NA,NA,NA,NA,NA,NA,NA
"ASV6f20b566",NA,NA,NA,NA,NA,NA,NA
"ASVf83674ce","Bacteria",NA,NA,NA,NA,NA,NA
"ASVc2e2352b","Bacteria",NA,NA,NA,NA,NA,NA
"ASVbba4f3a3",NA,NA,NA,NA,NA,NA,NA
"ASV3501c368","Bacteria","Bacillota","Bacilli","Lactobacillales","Aerococcaceae","Abiotrophia",NA
"ASV4cde52f8","Bacteria",NA,NA,NA,NA,NA,NA
"ASVcad46e53","Bacteria",NA,NA,NA,NA,NA,NA
"ASVe7b4a36e",NA,NA,NA,NA,NA,NA,NA
"ASV41c5dbe2","Bacteria","Actinomycetota","Actinobacteria","Propionibacteriales","Propionibacteriaceae","Microlunatus",NA
"ASVbefa69e3","Bacteria",NA,NA,NA,NA,NA,NA
"ASVd24beac6",NA,NA,NA,NA,NA,NA,NA
"ASV61e79979",NA,NA,NA,NA,NA,NA,NA
"ASV58dc9a84","Bacteria",NA,NA,NA,NA,NA,NA
"ASVa68eee2f",NA,NA,NA,NA,NA,NA,NA
"ASV6d6dfb48","Bacteria","Pseudomonadota","Gammaproteobacteria","Gammaproteobacteria Incertae Sedis","Unknown Family",NA,NA
"ASVdad03a92","Bacteria","Actinomycetota","Actinobacteria","Propionibacteriales","Propionibacteriaceae","Cutibacterium",NA
"ASVcbb5d3b4","Bacteria","Pseudomonadota","Gammaproteobacteria",NA,NA,NA,NA
"ASV10b4c987",NA,NA,NA,NA,NA,NA,NA
"ASV2e66fb12","Bacteria",NA,NA,NA,NA,NA,NA
"ASV5b169ccd","Bacteria","Cyanobacteriota","Cyanobacteriia","Cyanobacteriales","Chroococcidiopsaceae","Dapisostemonum CCIBt 3536",NA
"ASV3ce0979a","Bacteria",NA,NA,NA,NA,NA,NA
"ASV5bc59391",NA,NA,NA,NA,NA,NA,NA
"ASV3221896c","Bacteria","Bacteroidota","Bacteroidia","Cytophagales","Hymenobacteraceae","Adhaeribacter",NA
"ASVa2d163ef",NA,NA,NA,NA,NA,NA,NA
"ASVaf7fb614","Bacteria","Actinomycetota","Actinobacteria","Propionibacteriales","Nocardioidaceae","Nocardioides",NA
"ASV527959af",NA,NA,NA,NA,NA,NA,NA
"ASV157ff831","Bacteria","Chloroflexota","Anaerolineae","Aggregatilineales","Aggregatilineaceae",NA,NA
"ASV6d93899a","Bacteria","Pseudomonadota","Gammaproteobacteria","Burkholderiales","Alcaligenaceae","Alcaligenes","faecalis"
"ASV72b83154",NA,NA,NA,NA,NA,NA,NA
"ASVff41c55a","Bacteria","Pseudomonadota","Gammaproteobacteria","Pseudomonadales","Moraxellaceae","Acinetobacter",NA
"ASVb574c2c3",NA,NA,NA,NA,NA,NA,NA
"ASVe867fa76",NA,NA,NA,NA,NA,NA,NA
"ASV2fb2d215",NA,NA,NA,NA,NA,NA,NA
"ASVa94b2114","Bacteria",NA,NA,NA,NA,NA,NA
"ASV8e0eca88","Bacteria","Cyanobacteriota","Cyanobacteriia","Chloroplast",NA,NA,NA
"ASV0e1eb0f8","Bacteria",NA,NA,NA,NA,NA,NA
"ASVc004a909",NA,NA,NA,NA,NA,NA,NA
"ASV5454f73b","Bacteria","Planctomycetota","Planctomycetes","Gemmatales","Gemmataceae",NA,NA
"ASV62989469",NA,NA,NA,NA,NA,NA,NA
"ASV25480f91","Bacteria",NA,NA,NA,NA,NA,NA
"ASV33a60f5f","Bacteria",NA,NA,NA,NA,NA,NA
"ASV739800ca","Bacteria","Planctomycetota","Planctomycetes","Gemmatales","Gemmataceae",NA,NA
"ASVbd75373b","Bacteria",NA,NA,NA,NA,NA,NA
"ASV818f86c3","Bacteria","Pseudomonadota","Gammaproteobacteria","Burkholderiales","Comamonadaceae",NA,NA
"ASV034d030e","Bacteria","Acidobacteriota","Vicinamibacteria","Vicinamibacterales",NA,NA,NA
"ASVfc4ace9f","Bacteria",NA,NA,NA,NA,NA,NA
"ASV0735d30b","Bacteria","Actinomycetota","Actinobacteria","Micrococcales","Micrococcaceae",NA,NA
"ASV63b4a45d",NA,NA,NA,NA,NA,NA,NA
"ASVc82ff4c9","Bacteria","Bacillota","Bacilli",NA,NA,NA,NA
"ASV861f4358","Bacteria",NA,NA,NA,NA,NA,NA
"ASVc46c4d73","Bacteria","Chloroflexota","TK10",NA,NA,NA,NA
"ASVe1949296",NA,NA,NA,NA,NA,NA,NA
"ASV3c661f9f","Bacteria",NA,NA,NA,NA,NA,NA
"ASV5157d447","Bacteria","Pseudomonadota","Alphaproteobacteria",NA,NA,NA,NA
"ASV6d70decf",NA,NA,NA,NA,NA,NA,NA
"ASVf674e4d7","Bacteria","Actinomycetota","Actinobacteria","Mycobacteriales","Corynebacteriaceae","Corynebacterium","tuberculostearicum"
"ASV2453873b","Bacteria",NA,NA,NA,NA,NA,NA
"ASVec749d93","Bacteria","Pseudomonadota","Gammaproteobacteria","Burkholderiales","Burkholderiaceae","Burkholderia-Caballeronia-Paraburkholderia",NA
"ASV9c0de95d","Bacteria",NA,NA,NA,NA,NA,NA
"ASV8ee27924","Bacteria",NA,NA,NA,NA,NA,NA
"ASVde11eba8",NA,NA,NA,NA,NA,NA,NA
"ASV40705878",NA,NA,NA,NA,NA,NA,NA
"ASV92b1ee00","Bacteria",NA,NA,NA,NA,NA,NA
"ASVf87ce7c9",NA,NA,NA,NA,NA,NA,NA
"ASV1bc11c2c","Bacteria",NA,NA,NA,NA,NA,NA
"ASV650e1b03",NA,NA,NA,NA,NA,NA,NA
"ASV41bda0f8",NA,NA,NA,NA,NA,NA,NA
"ASVc6652b88","Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Prolixibacteraceae","Sunxiuqinia","elliptica"
"ASV88c10471","Bacteria",NA,NA,NA,NA,NA,NA
"ASVe55b45e0","Bacteria","Actinomycetota","Actinobacteria","0319-7L14",NA,NA,NA
"ASV178f62e4","Archaea",NA,NA,NA,NA,NA,NA
"ASVe313ea63","Bacteria","Actinomycetota","Actinobacteria","Micrococcales","Micrococcaceae","Nesterenkonia","halotolerans"
"ASV5f43bf5f",NA,NA,NA,NA,NA,NA,NA
"ASV0acf4bad","Bacteria","Pseudomonadota","Alphaproteobacteria","Rhodobacterales","Paracoccaceae","Paracoccus",NA
"ASV364a476c","Bacteria",NA,NA,NA,NA,NA,NA
"ASVe464fded","Bacteria",NA,NA,NA,NA,NA,NA
"ASVab0a0998","Bacteria",NA,NA,NA,NA,NA,NA
"ASVfd645247",NA,NA,NA,NA,NA,NA,NA
"ASV054a77a6","Bacteria",NA,NA,NA,NA,NA,NA
"ASV765539a9",NA,NA,NA,NA,NA,NA,NA
"ASVe4e972ee",NA,NA,NA,NA,NA,NA,NA
"ASVd0da6ea2",NA,NA,NA,NA,NA,NA,NA
"ASVf1e3656a","Bacteria",NA,NA,NA,NA,NA,NA
"ASV78327eea",NA,NA,NA,NA,NA,NA,NA
"ASV2b300a26","Bacteria","Bacillota",NA,NA,NA,NA,NA
"ASV960a7200",NA,NA,NA,NA,NA,NA,NA
"ASVd711624e","Bacteria",NA,NA,NA,NA,NA,NA
"ASV23b97199","Bacteria","Pseudomonadota","Alphaproteobacteria","Caulobacterales","Caulobacteraceae","Phenylobacterium",NA
"ASV57a164d1","Bacteria","Actinomycetota","Actinobacteria","Propionibacteriales","Nocardioidaceae","Nocardioides",NA
"ASV6fde11be","Bacteria",NA,NA,NA,NA,NA,NA
"ASV91bcda28","Bacteria",NA,NA,NA,NA,NA,NA
"ASV0e918111",NA,NA,NA,NA,NA,NA,NA
"ASV23e814df","Bacteria","NB1-j",NA,NA,NA,NA,NA
"ASVe8e090e2",NA,NA,NA,NA,NA,NA,NA
"ASVa39b3c55","Bacteria",NA,NA,NA,NA,NA,NA
"ASV521c886c",NA,NA,NA,NA,NA,NA,NA
"ASVf60cbf2b",NA,NA,NA,NA,NA,NA,NA
"ASVa001ea6a","Bacteria",NA,NA,NA,NA,NA,NA
"ASVf5c2c0d3","Bacteria","Chloroflexota","Anaerolineae","Aggregatilineales","A4b",NA,NA
"ASVefb067ab",NA,NA,NA,NA,NA,NA,NA
"ASV707e8281","Bacteria",NA,NA,NA,NA,NA,NA
"ASV7327cdcf",NA,NA,NA,NA,NA,NA,NA
"ASVc2e45988","Bacteria",NA,NA,NA,NA,NA,NA
"ASV786dd783",NA,NA,NA,NA,NA,NA,NA
"ASV9accd14a","Bacteria","Pseudomonadota","Gammaproteobacteria","Pseudomonadales","Pseudomonadaceae","Pseudomonas",NA
"ASV6cf79d83","Bacteria","Pseudomonadota","Alphaproteobacteria","Hyphomicrobiales","Rhizobiaceae",NA,NA
"ASV3d2dcf08",NA,NA,NA,NA,NA,NA,NA
"ASV855a3882","Bacteria",NA,NA,NA,NA,NA,NA
"ASV5616e71a",NA,NA,NA,NA,NA,NA,NA
"ASVbb29d6b7","Bacteria",NA,NA,NA,NA,NA,NA
"ASVdddd2377","Bacteria",NA,NA,NA,NA,NA,NA
"ASVe4ed4a19","Bacteria","Actinomycetota","Actinobacteria","Micrococcales","Micrococcaceae","Micrococcus",NA
"ASV747d6ada","Bacteria","Thermodesulfobacteriota","Desulfuromonadia","Desulfuromonadales","Desulfuromonadaceae",NA,NA
"ASV914fc180",NA,NA,NA,NA,NA,NA,NA
"ASV156a7d4d","Bacteria",NA,NA,NA,NA,NA,NA
